,id,name,category,CEO,place,url,phoneNumber
0,12,(株)ワールド・ワン,"['外食・レストラン', '通販・ネット販売', '食品', '専門店（食品・日用品）']",,神戸市中央区下山手通2-13-3建創ビル7階,オフィシャルサイト：https://www.world-one-group.co.jp/,078-333-8883
0,13,(株)宮本組,"['建設', '建築設計', '住宅', '住宅（リフォーム）']",,兵庫県姫路市飾磨区英賀宮町一丁目17番地,http://www.miyamotogumi.co.jp/ ,079-237-0111
0,14,平和グループ,"['タイヤ・ゴム製品', '化学', '自動車・自動車部品', '教育', 'サービス（その他）']",,兵庫県神戸市灘区新在家北町1-1-30,,078-846-8066
0,15,(株)ヘンミ,"['金属製品', '輸送用機器', 'プラント・エンジニアリング', '環境・リサイクル', 'ガス・エネルギー']",,神戸市長田区東尻池町5丁目2番40号 ,http://www.hemmi.co.jp,078-681-0081
0,16,(株)スズキ自販兵庫,"['商社（自動車関連・輸送用機器）', '専門店（自動車関連）', '損害保険']",,兵庫県神戸市西区伊川谷町有瀬1567－1 ,https://www.suzuki.co.jp/dealer/sj-hyogo/,078-975-1111
0,17,(株)キョウワ,"['商社（建材）', '商社（インテリア・住宅関連）']",,兵庫県豊岡市江本583番地,,0796-23-1180 
0,18,ハードグラス工業(株),"['ガラス・セラミックス', '建材・エクステリア', 'インテリア・住宅関連', '建設', '金属製品']",,兵庫県伊丹市北伊丹7丁目79番地,http://www.hardglass.co.jp,072-784-2505
0,19,(株)市川築炉,"['建設', '設備工事']",,兵庫県加古川市尾上町養田1497番地の3,http://www.ichikawa-chikuro.co.jp/index.html,079-421-1421
0,20,多田電機(株)【三菱電機グループ】,"['重電・産業用電気機器', '機械']",,三菱電機(株)伊丹製作所内,,06-6496-2291（代表）
0,21,親和パッケージ(株),"['その他メーカー', '金属製品', '環境・リサイクル', '鉄鋼', '物流・倉庫']",,兵庫県神戸市東灘区向洋町西6-19,https://shinwa-co.co.jp/recruit/,078-857-3370
0,22,(株)菱友システム技術【三菱重工グループ】,"['機械設計', '情報処理', 'ソフトウエア']",,兵庫県神戸市兵庫区小松通5-1-6,https://www.rsg-ltd.jp/,050-3826-9472
0,23,学校法人創志学園,"['学校法人', '教育', '幼稚園・保育園']",,兵庫県神戸市中央区磯辺通4-1-5　アンビシャスビル　法人本部,https://seg.ac.jp,078-262-0830
0,24,三菱電機社会インフラ機器(株)【三菱電機グループ】,"['重電・産業用電気機器', 'その他電気・電子関連', '輸送用機器', '機械', '機械設計']",,兵庫県丹波市氷上町成松151番地,http://www.mpue.co.jp/,0795-82-2220 
0,25,オリエンタル鍍金(株),"['金属製品', '化学', '非鉄金属']",,神戸市長田区苅藻通6丁目1－5,http://www.oep.co.jp/,078-671-4745
0,26,冨士発條(株) ,"['自動車・自動車部品', '機械', '総合電機', '精密機器', '化学']",,兵庫県朝来市和田山町筒江165-51,http://www.fuji-springs.co.jp/,079-674-1600（代表）
0,27,(株)パルテック,['環境・リサイクル'],,神戸市東灘区住吉浜町12番地,http://www.oomotoshiryo.co.jp/,078-856-2488
0,28,(株)日本ビジネスデータープロセシングセンター,"['情報処理', 'ソフトウエア', '各種ビジネスサービス']",,兵庫県神戸市中央区伊藤町119番地  大樹生命神戸三宮ビル3階,http://www.nihon-data.jp/,078-332-0871
0,29,オークラ工業(株),"['輸送用機器', '機械', '機械設計', '重電・産業用電気機器', '半導体・電子・電気機器']",,兵庫県加古川市尾上町養田1378番地,https://okurakogyo.com/,079-422-0217
0,30,ハートスフードクリエーツ(株),"['給食・デリカ・フードビジネス', '食品', '専門コンサルティング', '外食・レストラン']",,兵庫県神戸市東灘区御影石町4丁目15番15号,http://www.heartoss.com/,078-891-5401
0,31,(株)中納言,"['外食・レストラン', '商社（食品・農林・水産）', '給食・デリカ・フードビジネス', '食品']",,兵庫県西宮市西宮浜1-33,https://recruit.cst-hd.co.jp/,0798-36-3773
0,32,(株)西松屋チェーン,"['専門店（その他小売）', 'アパレル（メーカー）', '日用品・生活関連機器', '商社（アパレル・ファッション関連）', '商社（文具・OA関連・日用品）']",,兵庫県姫路市飾東町庄266-1,http://saiyo.24028.jp/fresh/,079-252-3300
0,33,淡陽信用組合,['信用金庫・労働金庫・信用組合'],,兵庫県洲本市栄町1丁目3番17号,http://www.danyo.co.jp/,0799-22-5555
0,34,近畿防蝕(株),"['非鉄金属', '金属製品', '機械', '半導体・電子・電気機器', '自動車・自動車部品']",,兵庫県三木市別所町近藤中川原248-7,,0794-82-0096 
0,35,(株)正光,"['建設', '建築設計', '金属製品', '住宅']",,兵庫県姫路市夢前町前之庄1390番地,http://www.masamiz.com,079-336-1011
0,36,(株)ユラク,"['ホテル・旅館', '専門店（食品・日用品）', '専門店（その他小売）', '外食・レストラン']",,兵庫県豊岡市中陰639,,0796-23-4401
0,37,新生電子(株),"['半導体・電子・電気機器', '医療用機器・医療関連', '精密機器']",,兵庫県尼崎市西長洲町2丁目6-25　新生電子第一ビル,http://www.shinsei-denshi.co.jp,06-6401-6115
0,38,新明和工業(株),"['輸送用機器', '機械']",,兵庫県宝塚市新明和町1-1,http://www.shinmaywa.co.jp/recruit/,0798-56-5006
0,39,(株)テクノフローワン,"['化学', 'その他メーカー']",,兵庫県神戸市長田区神楽町2-3-2,https://www.tfone.co.jp/,(078)691-5161
0,40,関西ハウス工業(株),"['建設', '建築設計', '住宅', '住宅（リフォーム）']",,兵庫県淡路市生穂1803-2,https://www.kansai-house.com/,0799-64-0331
0,41,(株)かね徳,"['食品', '専門店（食品・日用品）']",,芦屋市業平町4番1号イム・エメロード6F,http://www.kanetoku.co.jp/index.html,0797-35-7900
0,42,ネッツトヨタ神戸(株),"['商社（自動車関連・輸送用機器）', '商社（通信）', '損害保険', 'リース・レンタル', '専門店（自動車関連）']",,兵庫県尼崎市名神町１丁目18-25,https://www.netzkobe.co.jp/,06-6422-3655(ガイダンス後6)
0,43,(株)エスグロー,"['物流・倉庫', '通販・ネット販売']",,兵庫県神戸市中央区琴ノ緒町2丁目2番1号　三経イーストビル3F,http://s-grow.co.jp/graduates.html,078-291-6459
0,44,神戸電機産業(株),"['半導体・電子・電気機器', '機械設計', '機械']",,兵庫県明石市大久保町江井島875-1,http://www.kds-inet.co.jp/index.shtml,078-936-0905
0,45,(株)ozawa【ドコモショップ西脇店・小野店】,"['商社（アパレル・ファッション関連）', '商社（通信）', '専門店（家電・OA機器）']",,兵庫県西脇市堀町400-5,http://www.1049.cc/web/ozn-mobile-recruit/,0795-22-1212
0,46,三相電機(株),"['その他電気・電子関連', '機械', '機械設計']",,兵庫県姫路市青山北一丁目1番1号,http://www.sanso-elec.co.jp/,079-266-1200
0,47,セキスイハイム山陽グループ【セキスイハイム山陽(株)・(株)リブライフ】,['住宅'],,兵庫県姫路市岡田723番地1,http://sekisuiheim.saiyo.jp/sanyo/,079-299-6600
0,48,(株) 大市住宅産業,"['住宅', '住宅（リフォーム）', '建築設計']",,兵庫県丹波篠山市吹新64-2,https://daiichijutaku.com,079-590-1233
0,49,たじま農業協同組合（JAたじま）,"['農業協同組合（JA金融機関含む）', '共済', '農林・水産']",,兵庫県豊岡市九日市上町550-1,http://www.ja-tajima.or.jp/,0796-22-7266
0,50,G-7グループ【(株)G-7ホールディングス（東証一部上場）ほか子会社9社】,"['専門店（自動車関連）', '専門店（食品・日用品）', 'スーパーマーケット', '商社（食品・農林・水産）', '外食・レストラン']",,兵庫県神戸市須磨区弥栄台3丁目1-6,http://www.g-7holdings.co.jp/,078-797-7706
0,51,伊丹産業電設(株),"['設備工事', '建設', '建築設計', '建材・エクステリア', '建設コンサルタント']",,兵庫県伊丹市北本町2丁目255番地,http://www.itami-grp.co.jp/group/setsubi.html,072-777-0001
0,52,ネッツトヨタウエスト兵庫(株),"['商社（自動車関連・輸送用機器）', '専門店（自動車関連）', '損害保険']",,兵庫県神戸市長田区大道通5丁目101-2,,078-641-1777
0,53,タカサカ青果(株),"['商社（食品・農林・水産）', '物流・倉庫']",,愛知県西春日井郡豊山町豊場字八反107,https://vege-takasaka.co.jp/,052-903-3067
0,54,大王電機(株),"['半導体・電子・電気機器', '機械', '精密機器', 'コンピュータ・通信機器', 'その他電気・電子関連']",,兵庫県伊丹市北伊丹9丁目80番地1,https://www.daioh-denki.co.jp/,072-785-7333
0,55,(株)ヤスナ設計工房,"['機械設計', '機械', 'プラント・エンジニアリング', '半導体・電子・電気機器', '精密機器']",,兵庫県姫路市北条梅原町271番地　新ヤスナビル,http://www.yasna.co.jp/,079-283-2255
0,56,エムズコンピューターサービス(株),"['ソフトウエア', '情報処理']",,フジ磯辺ビル601,http://mscs.co.jp/,078-862-5016
0,57,KEE環境工事(株)【川崎重工グループ】,"['整備・メンテナンス', '設備工事', 'プラント・エンジニアリング', '環境・リサイクル', '商社（機械・プラント・環境）']",,兵庫県尼崎市西大物町1-22,http://www.khi.co.jp/corp/ope/,06-6482-5001
0,58,社会福祉法人あかりの家,['福祉サービス'],,兵庫県高砂市北浜町北脇504-1,http://akarinoie.org/,079-254-3292
0,59,はらの税理士事務所,"['専門コンサルティング', 'サービス（その他）', 'コンサルティングファーム', 'シンクタンク・マーケティング・調査']",,兵庫県神戸市中央区磯辺通4丁目2番8号　田嶋ビル3F,,078-291-6797
0,60,(株)柄谷工務店,"['建設', '住宅', '住宅（リフォーム）', '建築設計', '空間デザイン・ディスプレイ']",,兵庫県尼崎市玄番南之町4番地 ,http://www.karatani.co.jp,0664152812
0,61,ミツ精機(株),"['精密機器', '医療用機器・医療関連', '金属製品', '機械', '輸送用機器']",,兵庫県淡路市下河合301番地,http://www.mitsu.co.jp/,0799-85-1133
0,62,(株)大興《LE SOLEIL／る・それいゆ》,"['アミューズメント', '外食・レストラン', 'サービス（その他）']",,神戸市中央区明石町32番地 明海ビル8F,http://www.dai-koh.co.jp/recruit/,078-331-7577
0,63,上林建設(株),"['建設', '建築設計', '住宅']",,兵庫県宍粟市山崎町宇原345,http://www.uebayasi-r.com/,0790-62-2828
0,64,社会福祉法人　桜谷福祉会,"['福祉サービス', '幼稚園・保育園']",,兵庫県赤穂市新田1444番地,https://www.sakuradani-fukushikai.com/,0791-46-0331
0,65,ファースト住建(株),"['住宅', '建築設計']",,兵庫県尼崎市東難波町5丁目6番9号,http://www.f-juken.co.jp/index.html,06-4868-5388
0,66,社会福祉法人　緑水会,['福祉サービス'],,神戸市北区有野町二郎字篭谷898番10,,078-981-8261
0,67,(株)森長組,"['建設', '設備工事', '建築設計', '建設コンサルタント']",,兵庫県南あわじ市賀集823番地,http://www.moricho.co.jp/,0799-54-0721
0,68,三鈴産業(株),"['機械', '機械設計', 'プラント・エンジニアリング']",,兵庫県神戸市兵庫区西出町1-1-8,http://www.misuzu-ind.co.jp,078-686-1330
0,69,(有)山崎工作所,"['金属製品', '機械設計']",,神戸市西区高塚台3丁目1番51号,,078-991-2070
0,70,(株)日本技術センター,"['機械', '機械設計', '受託開発', '半導体・電子・電気機器', '人材派遣・人材紹介']",,兵庫県姫路市東延末4丁目73番地,https://www.nichigicenter.co.jp/saiyo,079-225-3358
0,71,エスフーズ(株)【東証一部上場】,"['食品', '商社（食品・農林・水産）', '外食・レストラン', '農林・水産', '専門店（食品・日用品）']",,兵庫県西宮市鳴尾浜1-22-13,http://www.sfoods.co.jp/index.html,0798-43-1065
0,72,エム・イー・ジー(株) ,['人材派遣・人材紹介'],,兵庫県神戸市中央区御幸通6丁目1-20,http://www.meg-kobe.co.jp/,078-271-2901
0,73,ヤング開発(株),"['住宅', '建築設計', '不動産（管理）', '不動産', '建設']",,兵庫県高砂市米田町島2番地,http://www.yangu-kaihatsu.co.jp/,079-431-2650
0,74,社会福祉法人きらくえん,['福祉サービス'],,神戸市中央区雲井通4-2-2　マークラー神戸ビル10F,http://www.kirakuen.or.jp/,078-242-7575
0,75,オーエス産業(株),['機械'],,兵庫県姫路市保城津倉188,http://www.ossangyo.co.jp/,079-281-1530
0,76,(株)さわやか,['ビル管理・メンテナンス'],, ,http://www.sawayaka.co.jp/,078-351-5775
0,77,(株)香山組,['建設'],,兵庫県尼崎市東難波町5丁目31番20号,http://www.kayamagumi.co.jp/,06-6483-6100
0,78,兵庫ヤクルト販売(株),"['商社（食品・農林・水産）', '商社（薬品・化粧品）', 'エステティック・美容・理容']",,神戸市西区玉津町高津橋137-1,http://www.hyogo-yakult.co.jp/index.html,078-912-8960
0,79,(株)岡田シェル製作所,"['その他メーカー', '非鉄金属', '自動車・自動車部品', '機械', '環境・リサイクル']",,兵庫県淡路市大町下408,www.okada-shell.co.jp,0799-62-6098
0,80,(株)松田精機,"['自動車・自動車部品', '機械']",,兵庫県川西市鼓が滝3丁目26番27号,http://www.matsudaseiki.co.jp/,072-793-0401
0,81,城山グループ【(株)城山コミュニケーションズ、(株)エスディーモバイル、(株)城山ホールディングス】 ,"['商社（通信）', '商社（電子・電気機器）', '専門店（家電・OA機器）']",,兵庫県姫路市飾東町豊国289-1 ,http://www.shiroyama.co.jp/,079-253-7110 
0,82,伊丹産業(株),"['ガス・エネルギー', '設備工事', '食品', '商社（化学・石油・ガス・電気）', '商社（食品・農林・水産）']",,兵庫県伊丹市中央5-5-10,http://www.itami-grp.co.jp/,
0,83,中兵庫信用金庫,['信用金庫・労働金庫・信用組合'],,兵庫県丹波市氷上町成松226-1,http://www.nakashin.co.jp/,0795-82-8850
0,84,兵庫県信用組合,['信用金庫・労働金庫・信用組合'],,神戸市中央区栄町通3丁目4番17号,https://www.hyogokenshin.co.jp/,078-391-6313
0,85,社会福祉法人　神戸福生会,['福祉サービス'],,神戸市兵庫区里山町１番地の48,http://www.kobe-fukuseikai.com,078-612-3335
0,86,神栄鉄鋼(株),"['金属製品', '商社（鉄鋼・金属）', '建設', '鉄鋼']",,兵庫県多可郡多可町加美区熊野部175番地1,,0795-35-0861
0,87,医療法人社団博心会,"['福祉サービス', 'フィットネスクラブ', 'サービス（その他）', '医療機関', 'エステティック・美容・理容']",,神戸市東灘区深江本町3-8-22 ,http://i-hakushinkai.jp/,078-441-7001
0,88,松本鋼機(株),"['商社（建材）', 'リース・レンタル', '建設']",,神戸市兵庫区湊町1丁目88－1,https://www.matsu-ko.co.jp/,078-651-7329
0,89,(株)イマナカ,"['建設', '設備工事']",,兵庫県多可郡多可町加美区著荷554,https://imanaka-co.com/,0795-36-0068
0,90,コマツ淡路(株),"['商社（自動車関連・輸送用機器）', '商社（機械・プラント・環境）', 'リース・レンタル', '輸送用機器', '機械']",,兵庫県洲本市桑間1丁目1-7,,0799-22-1503
0,91,(株)カマタニ,"['商社（アパレル・ファッション関連）', 'アパレル（メーカー）', 'リース・レンタル', '商社（その他製品）']",,兵庫県姫路市御国野町国分寺78,http://www.kamatani.co.jp/,079-252-3312
0,92,神戸信用金庫,['信用金庫・労働金庫・信用組合'],,兵庫県神戸市中央区浪花町61番地,http://www.shinkinbank.co.jp,078-321-7723
0,93,社会福祉法人もみじ会　【協和学園、栗の木荘、三原ホーム、メイプル、もみじホーム、かえでホーム】,['福祉サービス'],,兵庫県たつの市新宮町能地274-69,http://momijikai.or.jp/,0791-75-2906
0,94,ダイワ運輸(株),"['陸運（貨物・バス・タクシー）', '物流・倉庫', '整備・メンテナンス']",,神戸市西区玉津町水谷410,http://daiwa-exp.co.jp/,（078）914-0022
0,95,鹿島興産(株),"['教育', '冠婚葬祭']",,兵庫県高砂市春日野町2番60号（JR曽根駅前）,http://www.kashimakousan.co.jp/,079-448-5104
0,96,阪神内燃機工業(株)【東証二部上場】,"['輸送用機器', '機械', '機械設計', '商社（自動車関連・輸送用機器）', '商社（化学・石油・ガス・電気）']",,兵庫県神戸市中央区海岸通8番地　神港ビル4F,http://www.hanshin-dw.co.jp/,078-332-2081
0,97,(株)フジデン【auショップ】,"['専門店（家電・OA機器）', '商社（電子・電気機器）', '商社（通信）', '通信・インフラ', '商社（文具・OA関連・日用品）']",,兵庫県尼崎市潮江1丁目2番6号　尼崎フロントビル10F,http://www.fujiden.com/,
0,98,(株)エムエスケイ,"['専門店（家電・OA機器）', '通信・インフラ', '商社（電子・電気機器）', '商社（通信）', 'インターネット関連']",,兵庫県神戸市西区岩岡町岩岡947-7,http://www.msk-japan.jp/,078-967-0135
0,99,社会福祉法人神戸あゆみの会,"['福祉サービス', '専門コンサルティング']",,神戸市西区神出町宝勢字辻堂西858-1,http://www.kobeayumi.or.jp,078-965-2005
0,100,神姫産業(株)【神姫バスグループ】,['商社（自動車関連・輸送用機器）'],,神戸市兵庫区鍛冶屋町1丁目2番23号,https://www.shinki-sangyo.com/,（078）651-7601
